project,owner,language,hasYaml,hasRequirements,hasPoms,stages,hasBuildStage,hasTestStage,hasDeployStage,hasCustomDeployStage,yml_size
joaoevangelista/fireplace,joaoevangelista,Ruby,true,false,false,3,false,true,false,false,49
adrian.io/wsdemo,adrian.io,JavaScript,true,false,true,1,false,true,false,false,10
wikiti-random-stuff/jquery-paginate,wikiti-random-stuff,HTML,true,false,false,1,false,true,false,false,11
simonbreiter/node-text-adventure-engine,simonbreiter,JavaScript,true,false,false,1,false,true,false,false,10
unduthegun/stellaris-emblem-lab,unduthegun,CommonWorkflowLanguage,true,false,false,1,false,true,false,false,15
tfSheol/Omegle-Client,tfSheol,Java,true,false,true,1,false,true,false,false,10
4geit/domains,4geit,JavaScript,true,false,false,1,false,false,true,false,21
starke/domains,starke,JavaScript,true,false,false,1,false,false,true,false,21
victorhck/GNU-Linux_clock,victorhck,CSS,true,false,false,1,false,true,false,false,10
voj-tech/vtcompose,voj-tech,PHP,true,false,false,1,true,false,false,false,26
gbraad/openstack-client,gbraad,Shell,true,false,false,1,false,true,false,false,43
mfgames-writing/mfgames-writing-format-js,mfgames-writing,TypeScript,true,false,false,1,false,false,false,true,22
hsafoundation-spb/HSAIL-Tools,hsafoundation-spb,C++,true,false,false,1,false,true,false,false,73
xinef/brainy-web-frontend,xinef,JavaScript,true,false,false,2,true,false,false,false,33
richizo/ichizo.me,richizo,JavaScript,true,false,false,2,false,true,true,false,23
rh-kernel-stqe/python-libsan,rh-kernel-stqe,Python,true,false,false,2,false,true,true,false,59
gbraad/byo-atomic-fedora,gbraad,Shell,true,false,false,1,false,true,false,false,11
gbraad/c9ide,gbraad,Shell,true,false,false,2,true,false,false,false,62
kermit-js/kermit-js.gitlab.io,kermit-js,HTML,true,false,false,1,false,true,false,false,10
laescalera/twister-jekyll-theme,laescalera,HTML,true,false,false,2,false,true,true,false,25
janslow/gitlab-swagger-client,janslow,TypeScript,true,false,false,4,true,true,false,true,77
ngthorg/graphql-demo,ngthorg,JavaScript,true,false,false,1,false,true,false,false,15
bogaert/alpine-lftp,bogaert,,true,false,false,1,true,false,false,false,31
jpahullo/php-project,jpahullo,PHP,true,false,false,1,false,true,false,false,23
ajclarke/neo-fighting-dojo,ajclarke,C++,true,false,false,2,true,true,false,false,42
Mumba/node-config,Mumba,TypeScript,true,false,false,1,false,true,false,false,7
Mumba/node-config-vault,Mumba,TypeScript,true,false,false,1,false,true,false,false,7
Mumba/node-vault,Mumba,TypeScript,true,false,false,1,false,true,false,false,7
AnnaDodson/annadodson,AnnaDodson,CSS,true,false,false,1,false,true,false,false,13
victorhck/guia_openSUSE,victorhck,HTML,true,false,false,1,false,true,false,false,10
universe6/selfstudythai,universe6,JavaScript,true,false,false,1,false,true,false,false,14
nkovacs/docker-builder,nkovacs,Shell,true,false,false,1,false,true,false,false,11
wayanjimmy/wayanjimmy.gitlab.io,wayanjimmy,CSS,true,false,false,1,false,true,false,false,14
lightningwolf/lightningwolf-sds,lightningwolf,Python,true,false,false,5,false,true,false,false,110
gggauravgandhi/preeminence-website,gggauravgandhi,HTML,true,false,false,1,false,false,true,false,13
honma.shun/sample-app,honma.shun,Ruby,true,false,false,1,false,true,false,false,21
gitlab-examples/manual-actions,gitlab-examples,,true,false,false,1,false,true,false,false,23
wurssb/NG-Tax,wurssb,Java,true,false,false,1,false,false,false,false,84
thinkking/thinkking.gitlab.io,thinkking,CSS,true,false,false,1,false,true,false,false,20
cleto/accli,cleto,Python,true,false,false,1,false,true,false,false,7
ChangjunZhao/helloworld_goweb,ChangjunZhao,Go,true,false,false,1,false,true,false,false,3
saasdm/angular-saasdm,saasdm,JavaScript,true,false,false,1,false,true,false,false,15
jasperdenkers/lunatech-demo-ci-scala-sbt,jasperdenkers,Scala,true,false,false,1,false,true,false,false,23
jasperdenkers/lunatech-demo-cd-play-scala-heroku,jasperdenkers,Scala,true,false,false,2,false,true,true,false,34
Mumba/node-microservice-vault,Mumba,TypeScript,true,false,false,1,false,true,false,false,10
wulingying/wulingying.gitlab.io,wulingying,JavaScript,true,false,false,1,false,false,true,false,8
iladin/dotfiles,iladin,Shell,true,false,false,1,false,true,false,false,24
systent/dj_auth,systent,Python,true,true,false,1,false,true,false,false,16
nikhiljha/Gradebook,nikhiljha,Java,true,false,false,1,false,true,false,false,27
andrewbanchich/highlights-jekyll-theme,andrewbanchich,CSS,true,false,false,1,true,false,false,false,14
andrewbanchich/future-imperfect-jekyll-theme,andrewbanchich,CSS,true,false,false,2,false,true,true,false,23
andrewbanchich/strata-jekyll-theme,andrewbanchich,CSS,true,false,false,2,false,true,true,false,23
andrewbanchich/lens-jekyll-theme,andrewbanchich,CSS,true,false,false,1,false,false,true,false,14
fiveop/ultimate-drill-cards,fiveop,TeX,true,false,false,1,true,false,false,false,10
davidwiggins3/visiting-route-planner,davidwiggins3,Java,true,false,false,1,false,true,false,false,6
lexxyfox/TCSGE_H5,lexxyfox,LiveScript,true,false,false,1,false,true,false,false,13
brianstarke/go-beget,brianstarke,Go,true,false,false,1,false,true,false,false,13
markpundsack/velociraptor,markpundsack,HTML,true,false,false,3,true,true,false,true,109
tfSheol/Gitlab-Builds-updater,tfSheol,Java,true,false,true,1,false,true,false,false,10
blue-media/online-payments-php,blue-media,PHP,true,false,false,1,false,true,false,false,120
deckar01/xterm-display,deckar01,JavaScript,true,false,false,1,false,true,false,false,7
Rich-Harris/pathologist-demo,Rich-Harris,HTML,true,false,false,1,false,true,false,false,8
gbraad/blog,gbraad,Makefile,true,false,false,2,true,false,false,true,43
aldgagnon/betterWMU,aldgagnon,JavaScript,true,false,false,3,true,true,true,false,51
haeqs/haeqs.gitlab.io,haeqs,HTML,true,false,false,1,false,true,false,false,11
waylon531/merkle-rs,waylon531,Rust,true,false,false,3,true,true,true,false,24
AGausmann/samurai,AGausmann,Java,true,false,true,3,true,true,true,false,24
my-application.bjoernbartels.earth/ZfcUser,my-application.bjoernbartels.earth,PHP,true,false,false,1,false,true,false,false,36
barrel-db/erlang-lru,barrel-db,Erlang,true,false,false,1,false,true,false,false,6
buckybox/buckybox-api-ruby,buckybox,Ruby,true,false,false,1,false,true,false,false,20
akrisiun/Folder,akrisiun,C#,true,false,false,1,true,false,false,false,8
vnphp/geocoder-bundle,vnphp,PHP,true,false,false,1,false,true,false,false,31
sgj/platform,sgj,Python,true,true,false,1,false,true,false,false,35
wurssb/ngtax,wurssb,HTML,true,false,false,1,false,true,false,false,21
martynbristow/gabbi,martynbristow,Python,true,true,false,2,false,true,false,false,148
idlemoor/idlemoor.gitlab.io,idlemoor,HTML,true,false,false,2,false,true,true,false,23
baldvinth/eve.singlesignon,baldvinth,C#,true,false,false,2,true,false,false,false,33
Adam-/jircd,Adam-,Java,true,false,true,1,false,true,false,false,5
scrambledrk/huntsman,scrambledrk,Haxe,true,false,false,1,true,false,false,false,10
davabe/aged,davabe,Ruby,true,false,false,5,true,true,true,true,85
jangorecki/pkg-openCRAN,jangorecki,R,true,false,false,2,false,true,true,false,62
vnphp/fragment-bundle,vnphp,PHP,true,false,false,2,false,true,true,false,41
sukalde/sukalde.gitlab.io,sukalde,HTML,true,false,false,1,false,true,false,false,15
ttd/ttd.gitlab.io,ttd,HTML,true,false,false,1,false,false,true,false,11
barraponto/barraponto.gitlab.io,barraponto,CSS,true,false,false,1,false,false,true,false,18
mallgroup/mpapi-client,mallgroup,PHP,true,false,false,1,false,false,false,false,15
sommd/multimedia-majorwork,sommd,CSS,true,false,false,1,false,false,true,false,13
Plague_Doctor/plague-nvim,Plague_Doctor,Vimscript,true,false,false,1,false,true,false,false,8
villagedefrance/OpenCart-Overclocked,villagedefrance,PHP,true,false,false,1,false,true,false,false,4
AdamSimpson/cuda_mpi_benchmark,AdamSimpson,C++,true,false,false,1,false,true,false,false,5
bahmutov/batched-semantic-release,bahmutov,,true,false,false,2,false,true,true,false,30
sirile/go-image-test,sirile,Go,true,false,false,1,true,false,false,false,17
sf-byte-days/sms2bot,sf-byte-days,Java,true,false,true,1,false,true,false,false,13
thangngoc89/dnh-cpp,thangngoc89,JavaScript,true,false,false,2,false,true,true,false,31
unifi-f4w/oauth2-checker,unifi-f4w,Ruby,true,false,false,1,false,true,false,false,11
karlmarx80/palarust,karlmarx80,Rust,true,false,false,1,false,true,false,false,24
SnareChops/notator.online,SnareChops,TypeScript,true,false,false,1,false,true,false,false,10
sverweij/state-machine-cat,sverweij,JavaScript,true,false,false,1,false,true,false,false,54
libereco/fsmk-web-build,libereco,HTML,true,false,false,2,false,true,true,false,23
lobaro/firefly-go,lobaro,Go,true,false,false,2,true,false,false,false,37
melihovv/petri-dish,melihovv,Java,true,false,false,2,true,true,false,false,32
gbraad/blog-content,gbraad,Shell,true,false,false,2,true,false,true,false,36
webarch/webarch-status,webarch,HTML,true,false,false,1,false,false,true,false,14
Zatherz/robot,Zatherz,Crystal,true,false,false,1,false,true,false,false,12
icalF/node-dashboard,icalF,JavaScript,true,false,false,1,false,true,false,false,17
vnphp/calendar,vnphp,PHP,true,false,false,1,false,true,false,false,23
fcv/hello-spring-rest-service,fcv,Java,true,false,true,2,true,true,false,false,34
lambdait/slack-vk-bot,lambdait,Python,true,true,false,2,true,true,false,false,33
rubygems/instagram-ripper,rubygems,Ruby,true,false,false,1,false,true,false,false,22
abhi18av/ToDo.abhi18av.gitlab.io,abhi18av,HTML,true,false,false,2,false,true,true,false,54
DublinAnime/dublinanime.ie,DublinAnime,CSS,true,false,false,1,false,false,true,false,11
sivsushruth/barrel,sivsushruth,Erlang,true,false,false,1,false,true,false,false,11
fweber-de/docker-php,fweber-de,Shell,true,false,false,1,true,false,false,false,23
dblel/adioh,dblel,Ruby,true,false,false,1,false,true,false,false,11
craftsmen/spock-example,craftsmen,Groovy,true,false,true,2,true,true,false,false,101
painless-software/painless-continuous-delivery,painless-software,PHP,true,false,false,3,false,true,true,false,67
getmetorajesh/BakeryChallenge,getmetorajesh,Scala,true,false,false,1,false,true,false,false,13
gitlab-cookbooks/gitlab-chef-util,gitlab-cookbooks,Ruby,true,false,false,1,false,true,false,false,11
Mizux/android-101,Mizux,Shell,true,false,false,2,true,true,false,false,17
derobert/CueISRC,derobert,Perl,true,false,false,2,false,true,true,false,110
qaclana/www.qaclana.io,qaclana,CSS,true,false,false,1,false,false,true,false,19
SaiAshirwadInformatia/Labs/Jekyll-Creative,SaiAshirwadInformatia,HTML,true,false,false,3,false,true,true,true,54
thesecretmaster/atd,thesecretmaster,Ruby,true,false,false,1,false,true,false,false,86
HyphanBot/HyphanBot,HyphanBot,Python,true,true,false,1,false,true,false,false,13
perlstalker/octopress-deploy,perlstalker,Ruby,true,false,false,2,true,false,false,true,34
duelinmarkers/steel-cent,duelinmarkers,Rust,true,false,false,2,false,true,true,false,34
rubdos/pyreflink,rubdos,Python,true,true,false,4,false,true,true,false,84
Animarathon/animarathon.gitlab.io,Animarathon,HTML,true,false,false,1,false,false,true,false,22
ayufan/docker-networking,ayufan,HTML,true,false,false,1,false,true,false,false,9
deubeuliou/parameter-framework,deubeuliou,C++,true,false,false,1,true,false,false,false,52
brendanjerwin/testing-elm-serverless,brendanjerwin,Elm,true,false,false,2,true,true,false,false,53
fossht/asic_tools,fossht,Python,true,false,false,2,false,true,false,true,105
ixilon/nukkit-docker,ixilon,Java,true,false,false,2,true,false,false,false,118
dekzitfz/GitlabCIExample,dekzitfz,Java,true,false,false,1,false,true,false,false,23
paddatrapper/ansible,paddatrapper,Shell,true,false,false,2,false,true,true,false,37
librespacefoundation/lsf-org,librespacefoundation,,true,false,false,2,true,false,true,false,25
kfrz/ticketbuster,kfrz,Ruby,true,false,false,1,false,true,false,false,44
jamietanna/jvt.me,jamietanna,CSS,true,false,false,3,true,false,false,true,104
stefan-it/array_hash_map,stefan-it,C++,true,false,false,1,false,true,false,false,84
skanur/ubench_rust,skanur,Rust,true,false,false,3,true,true,true,false,234
mario-kart-analyzer/datacollector,mario-kart-analyzer,Python,true,true,false,1,false,true,false,false,6
twiceyuan/twiceyuan.gitlab.io,twiceyuan,CSS,true,false,false,1,false,true,false,false,17
eamon.woortman/unity3d-unit-testing-example,eamon.woortman,C#,true,false,false,1,true,false,false,false,38
skydavid/RF1-Webshop,skydavid,PHP,true,false,false,1,false,true,false,false,14
benoitc/openkvs,benoitc,Erlang,true,false,false,1,false,true,false,false,11
gitlab-org/gitlab-markup,gitlab-org,Ruby,true,false,false,1,false,true,false,false,26
agfranco19/tsb-tpi-vocabulary,agfranco19,Java,true,false,false,2,true,true,false,false,35
s4m-gems/maven-cli,s4m-gems,Ruby,true,false,false,2,false,true,true,false,44
spice/spice-space-pages,spice,,true,false,false,2,false,true,true,false,17
foodsharing-dev/foodsharing-android-legacy,foodsharing-dev,JavaScript,true,false,false,1,true,false,false,false,22
Edistra/tactic-arena,Edistra,TypeScript,true,false,false,2,true,false,true,false,45
bagga.atul/myproject,bagga.atul,,true,false,false,2,true,true,false,false,27
cprecioso/pipify,cprecioso,TypeScript,true,false,false,1,false,true,false,false,17
milton.bose/scallops,milton.bose,Scala,true,false,false,1,false,true,false,false,12
siasar-project/data,siasar-project,JavaScript,true,false,false,2,true,false,false,false,51
sycom/TiddlyWiki-Plugins,sycom,JavaScript,true,false,false,1,false,true,false,false,19
michaeljdeeb/michaeljdeeb.gitlab.io,michaeljdeeb,CSS,true,false,false,1,false,true,false,false,14
oskopek/TransportEditor,oskopek,Java,true,false,true,3,true,true,true,false,132
living-map/frontend-builder,living-map,Shell,true,false,false,1,false,true,false,false,11
karlson2k/libmicrohttpd,karlson2k,C,true,false,false,1,false,true,false,false,124
rilis/docker-ci,rilis,Shell,true,false,false,2,true,false,false,true,30
HaydenSD/kcdsredstone,HaydenSD,,true,false,false,1,false,false,true,false,12
fresheyeball/Shpadoinkle,fresheyeball,PureScript,true,false,false,2,true,true,false,false,35
vnphp/fineproxy,vnphp,PHP,true,false,false,2,false,true,true,false,32
CIAvash/MovieInfo,CIAvash,Elm,true,false,false,1,false,true,false,false,13
jahanjoo/jahanjoo-angular-search-example,jahanjoo,JavaScript,true,false,false,1,false,true,false,false,15
adn-latex/adnamc,adn-latex,TeX,true,false,false,1,false,true,false,false,16
bagage/colorlog,bagage,C++,true,false,false,2,true,true,false,false,29
nehemie/rkeos,nehemie,R,true,false,false,1,false,true,false,false,36
Legiew/osoms,Legiew,TypeScript,true,false,false,1,false,true,false,false,12
stiemannkj1/stiemannkj1.gitlab.io,stiemannkj1,CSS,true,false,false,1,false,false,true,false,20
arsouyes/bookmaker,arsouyes,Makefile,true,false,false,2,true,true,false,false,30
barrel-db/teleport,barrel-db,Erlang,true,false,false,1,false,true,false,false,6
gitlab-com/githost-runbooks,gitlab-com,,true,false,false,1,false,true,false,false,4
johnnyzz/pharo-nos-build,johnnyzz,,true,false,false,1,true,false,false,false,43
craigbarnes/ltcn,craigbarnes,Lua,true,false,false,1,false,true,false,false,4
signal9/cpp-env,signal9,Shell,true,false,false,1,true,false,false,false,12
thogg4/terraform-ruby,thogg4,Ruby,true,false,false,1,false,true,false,false,10
kohoutovice/Sirius,kohoutovice,C++,true,false,false,3,true,false,true,true,277
mdaffin/mdaffin.gitlab.io,mdaffin,HTML,true,false,false,1,false,true,false,false,25
hft_stuttgart_swp2_ws2016/Server,hft_stuttgart_swp2_ws2016,Java,true,false,true,3,true,true,true,false,56
rubdos/texlive-vub,rubdos,PostScript,true,false,false,1,false,true,false,false,20
craigbarnes/dockerfiles,craigbarnes,Shell,true,false,false,1,true,false,false,false,22
librehealth/librehealth.io,librehealth,CSS,true,false,false,1,false,true,false,false,19
spice/spice-common,spice,C,true,false,false,1,false,true,false,false,18
finding-ray/proto,finding-ray,Python,true,true,false,1,false,false,false,false,27
commonshost/core,commonshost,JavaScript,true,false,false,1,false,true,false,false,17
adi90x/rancher-gen-rap,adi90x,Go,true,false,false,2,true,false,true,false,30
BluemlJ/GSAT,BluemlJ,HTML,true,false,false,3,true,true,false,false,53
LostRedSky/utils,LostRedSky,CMake,true,false,false,2,true,true,false,false,114
aelita/docker-docker-compose,aelita,,true,false,false,3,true,true,false,false,30
zetok/disk_io,zetok,Rust,true,false,false,1,false,true,false,false,34
sebdeckers/base-emoji-512,sebdeckers,JavaScript,true,false,false,1,false,true,false,false,7
hadesrofl/Jimmey,hadesrofl,Java,true,false,true,2,true,true,false,false,27
evanstoner/kudzu,evanstoner,Java,true,false,true,2,true,true,false,false,19
thoelken/astarget,thoelken,PHP,true,false,false,1,false,true,false,false,27
mmosconi/mediawiki,mmosconi,,true,false,false,1,true,false,false,false,14
ubpaxum/sql-drus,ubpaxum,Java,true,false,false,2,true,true,false,false,48
kylehqcom/goapi,kylehqcom,Go,true,false,false,1,false,true,false,false,8
OpenMusicKontrollers/patchmatrix,OpenMusicKontrollers,C,true,false,false,3,true,true,true,false,135
nozzleman101/electron-boilerplate,nozzleman101,JavaScript,true,false,false,2,false,true,false,false,67
kargathia/PRC_Sluice,kargathia,C++,true,false,false,1,true,false,false,false,22
