project,owner,language,hasYaml,hasRequirements,hasPoms,stages,hasBuildStage,hasTestStage,hasDeployStage,hasCustomDeployStage,yml_size
femtopixel/docker-kompose,femtopixel,Makefile,true,false,false,1,true,false,false,false,20
logi-ce/docker-tsung,logi-ce,Makefile,true,false,false,1,true,false,false,false,20
cisl407/classroom/pdp11-server,cisl407,Haskell,true,false,false,2,true,false,true,false,13
VincentTam/vincenttam.gitlab.io,VincentTam,HTML,true,false,false,1,false,true,false,false,13
gitzup/deployster,gitzup,Python,true,true,false,1,false,true,false,false,6
just-python/website,just-python,HTML,true,false,false,1,false,true,false,false,12
vstconsulting/polemarch-docker,vstconsulting,Python,true,true,false,2,false,true,false,false,24
kesslerdev/generator-skimia,kesslerdev,JavaScript,true,false,false,3,true,true,true,false,38
starbelly/hydro,starbelly,Erlang,true,false,false,1,false,true,false,false,5
PierreFaniel/react-calculator,PierreFaniel,JavaScript,true,false,false,1,false,false,true,false,20
Tim-S/asterixjs,Tim-S,TypeScript,true,false,false,3,true,true,true,false,46
NikolayS/docker-postgres-sqitch,NikolayS,,true,false,false,1,false,true,false,false,8
eryshev/cryptocurrencies.monitoring.with.prometheus,eryshev,HTML,true,false,false,1,false,false,true,false,11
hassbian/hassbian-scripts,hassbian,Shell,true,false,false,3,true,true,true,false,30
pdiemi/mibrary,pdiemi,Python,true,false,false,1,false,true,false,false,5
chevdor/oss-starter-template,chevdor,JavaScript,true,false,false,3,true,true,false,false,60
freetux/freetux.gitlab.io,freetux,HTML,true,false,false,1,false,false,true,false,11
TheGamecraft/c-cms,TheGamecraft,HTML,true,false,false,2,true,false,true,false,102
remram44/unix-at,remram44,Python,true,false,false,2,false,false,false,false,26
attakei/yagura,attakei,Python,true,true,false,4,false,true,false,false,97
openschoolmaps/OpenSchoolMaps.ch,openschoolmaps,QML,true,false,false,2,true,false,false,false,90
cbray/autoMEGA,cbray,C++,true,false,false,2,true,false,true,false,27
tanukitalks/tanukitalks.gitlab.io,tanukitalks,CSS,true,false,false,2,false,true,true,false,33
volviq/cmake-testing,volviq,C++,true,false,false,1,true,false,false,false,13
shubhamagarwal3010/LetThingsSpeak,shubhamagarwal3010,Java,true,false,false,1,true,false,false,false,52
tezos/opam-repository,tezos,Shell,true,false,false,1,true,false,false,false,31
rnickson/wykop-v2-js,rnickson,TypeScript,true,false,false,1,false,true,false,false,9
llhe/mace,llhe,C++,true,false,false,5,true,true,false,false,155
llhe/mace-models,llhe,,true,false,false,2,false,false,false,true,55
nicolas.poste/message-manager,nicolas.poste,Java,true,false,true,3,true,true,true,false,66
nicolas.poste/process-manager,nicolas.poste,Java,true,false,true,3,true,true,true,false,66
redmic-project/gis/geoserver,redmic-project,Shell,true,false,false,1,false,true,false,false,126
sj1k/impd,sj1k,Python,true,true,false,2,false,true,true,false,20
glenveegee/PDBeCIF,glenveegee,Python,true,true,false,3,false,true,false,false,80
mausy5043/uss_cygnus,mausy5043,Shell,true,false,false,2,false,true,false,false,49
dark0dave/NBclassifier,dark0dave,Scala,true,false,false,1,true,false,false,false,21
dark0dave/reversible-human-readable-id,dark0dave,JavaScript,true,false,false,1,false,true,false,false,10
dark0dave/rss_feed,dark0dave,,true,false,false,1,false,true,false,false,8
nuke-group/preferencesManager,nuke-group,Python,true,false,false,1,false,true,false,false,19
griest/generator-griest,griest,JavaScript,true,false,false,2,true,false,true,false,71
kubic-ci/ci3,kubic-ci,Python,true,false,false,1,false,true,false,false,10
fhightower/html-to-json,fhightower,HTML,true,false,false,1,false,true,false,false,30
coisa/gitlab-ci-sandbox,coisa,Shell,true,false,false,8,true,true,true,false,252
yunity/ukuvota,yunity,F#,true,false,false,5,true,true,false,true,78
jdesodt/easy-log-watcher,jdesodt,JavaScript,true,false,false,2,true,true,false,false,21
AtteLynx/bt-desktop,AtteLynx,JavaScript,true,false,false,3,true,false,false,false,46
keithwberry/worldtime-crystal,keithwberry,Makefile,true,false,false,2,true,false,false,true,21
guzart/sirkit,guzart,Vue,true,false,false,1,false,false,true,false,26
alosarjos/steam-provider,alosarjos,TypeScript,true,false,false,2,false,true,true,false,33
interscity/cep-handler/cep-cataloger,interscity,Ruby,true,false,true,1,true,false,false,false,22
dilawar/Resonance2018,dilawar,TeX,true,false,false,1,false,true,false,false,5
custom_components/untapped,custom_components,Python,true,false,false,1,true,false,false,false,4
olanguage/olang,olanguage,Go,true,false,false,1,true,false,false,false,15
trustable/distros/overview,trustable,,true,false,false,2,false,false,false,false,40
vladimir18/find-the-pair,vladimir18,JavaScript,true,false,false,4,true,true,true,true,65
PresentationsTechniques/Impression3D,PresentationsTechniques,Ruby,true,false,false,1,false,false,true,false,19
rgcalsaverini/iff-iat,rgcalsaverini,JavaScript,true,false,false,2,true,true,false,false,44
milan44/statistics,milan44,JavaScript,true,false,false,1,false,true,false,false,23
NebulousLabs/writeaheadlog,NebulousLabs,Go,true,false,false,2,false,true,false,false,19
Paccos/mensa-thumb-bot,Paccos,Python,true,true,false,3,false,true,true,false,37
FascinatedBox/lily-docs,FascinatedBox,JavaScript,true,false,false,1,false,false,true,false,28
gutoglup/CarFlow,gutoglup,Swift,true,false,false,1,true,false,false,false,11
ce1011/ict-mc-ans,ce1011,JavaScript,true,false,false,1,false,false,true,false,13
absassi/asap_app_console,absassi,CMake,true,false,false,1,true,false,false,false,53
bilalbox/panos_tester,bilalbox,Python,true,true,false,1,true,false,false,false,19
jaredfholgate/DropBoxFileSorter.Go,jaredfholgate,Go,true,false,false,1,false,false,false,false,26
jeanmorais/sonar-maven-ci-example,jeanmorais,Java,true,false,true,2,true,false,false,false,61
daktak/pebble_uqm_watchface,daktak,C,true,false,false,1,true,false,false,false,43
ajason41/joyride,ajason41,JavaScript,true,false,false,1,false,false,true,false,11
webmaicon/sorterica,webmaicon,PHP,true,false,false,2,false,false,false,false,28
scottchayaa/scottchayaa.gitlab.io,scottchayaa,CSS,true,false,false,1,false,true,false,false,25
openmicroscopy/incubator/omero-grafana-json-datasource,openmicroscopy,Python,true,true,false,2,false,true,false,false,26
lucidlylogicole/slate,lucidlylogicole,JavaScript,true,false,false,1,false,false,true,false,13
Matrixcoffee/matrixcoffee.gitlab.io,Matrixcoffee,Python,true,false,false,1,false,false,true,false,12
merlodicus/jenkins-docker,merlodicus,Groovy,true,false,false,2,true,false,false,false,118
remram44/dockerimage,remram44,Python,true,false,false,1,false,true,false,false,19
intr0/A-New-Declaration-of-Independence,intr0,HTML,true,false,false,1,false,false,true,false,11
LoganBarnes/tom-the-tool,LoganBarnes,TypeScript,true,false,false,2,false,true,true,false,19
thekitchenagency/swiss-post-labels,thekitchenagency,PHP,true,false,false,1,false,true,false,false,17
Aragami1408/drgnzsearch,Aragami1408,CSS,true,false,false,9,true,true,false,true,802
moodlenet/clients/contacts-import,moodlenet,JavaScript,true,false,false,1,false,false,true,false,11
gserv.me/InfoBot,gserv.me,Python,true,true,false,2,true,true,false,false,30
olaris/olaris-react,olaris,JavaScript,true,false,false,1,true,false,false,false,18
finite-loop/flutils,finite-loop,Python,true,false,false,1,false,true,false,false,6
costrouc/knoxpy-fizzbuzz-complete,costrouc,Python,true,false,false,3,false,true,true,false,53
mikeyjkmo/nameko-payee-notifier,mikeyjkmo,Python,true,false,false,1,false,true,false,false,10
lduros/quartet-ui-plugins-boilerplate,lduros,JavaScript,true,false,false,2,false,true,false,false,45
tkint/MiniDAO,tkint,Java,true,false,true,5,true,true,true,true,78
LeMilliard/DecisionTree,LeMilliard,Java,true,false,true,3,true,true,true,false,27
gke-deploy-patterns/pipelines/cli,gke-deploy-patterns,Go,true,false,false,1,false,false,false,true,12
teozkr/sbt-lockfile,teozkr,Scala,true,false,false,3,true,true,true,false,52
nlabbe/gold,nlabbe,JavaScript,true,false,false,3,true,true,false,true,61
magnus.odman/audentes,magnus.odman,Python,true,true,false,1,false,false,false,false,27
freddieptf/manga-scraper,freddieptf,Go,true,false,false,2,true,true,false,false,41
fswb/fswb.gitlab.io,fswb,HTML,true,false,false,1,false,false,true,false,11
angusmfdotcom/HelloBuild,angusmfdotcom,ShaderLab,true,false,false,1,true,false,false,false,41
sinclair2/easygg,sinclair2,Shell,true,false,false,1,false,true,false,false,24
sky-kun/marsch-cmd,sky-kun,HTML,true,false,false,1,true,false,false,false,21
rakenodiax/rust-client,rakenodiax,Rust,true,false,false,1,false,true,false,false,15
ngxa/utils,ngxa,TypeScript,true,false,false,6,true,true,true,true,182
gnaar/gear,gnaar,Python,true,false,false,1,false,true,false,false,11
hieu.vo/testJavaApp,hieu.vo,Java,true,false,true,3,true,false,true,false,75
drim-consulting/public/devops/git-flow-ci-cd,drim-consulting,TypeScript,true,false,false,2,true,false,true,false,155
iVOID/hosts,iVOID,HTML,true,false,false,1,false,false,true,false,11
atomfrede/micronaut-beer,atomfrede,Java,true,false,false,2,true,true,false,false,26
prosign/server,prosign,Go,true,false,false,2,true,true,false,false,39
nazarmx/odbc-futures,nazarmx,Rust,true,false,false,3,true,true,true,false,198
gappan/terraform-provider-jira,gappan,Go,true,false,false,2,true,true,false,false,33
lacsed/clDES,lacsed,C++,true,false,false,1,false,true,false,false,14
mertkahyaoglu/zeplin-challenge,mertkahyaoglu,JavaScript,true,false,false,1,false,true,false,false,19
IceHe/lib,IceHe,CSS,true,false,false,1,false,false,false,false,24
MaxIV/test-runner,MaxIV,,true,false,false,1,false,true,false,false,7
Eudaimonstro/Steves-Rules-of-Order,Eudaimonstro,JavaScript,true,false,false,1,false,true,false,false,16
USSRM/API,USSRM,Rust,true,false,false,1,false,true,false,false,15
adaedra/derpy,adaedra,TypeScript,true,false,false,2,true,true,false,false,33
katyukha/odoo-rpc-client,katyukha,Python,true,true,false,3,false,false,false,false,115
charts/deploy-image-helm-base,charts,Shell,true,false,false,1,true,false,false,false,65
custom_components/hassbian_config,custom_components,Python,true,false,false,2,true,false,true,false,9
debuglevel/greeting-microservice,debuglevel,Kotlin,true,false,false,2,true,false,false,true,76
jurelou/trust,jurelou,JavaScript,true,false,false,2,true,false,true,false,26
tomvidm/ssml,tomvidm,C++,true,false,false,1,false,true,false,false,16
IronLions/Interna/Core,IronLions,PHP,true,false,false,1,false,true,false,false,34
m3hr24d/docker-symfony,m3hr24d,Shell,true,false,false,1,false,false,true,false,20
korinets-name/korinets-name.gitlab.io,korinets-name,JavaScript,true,false,false,1,false,false,true,false,14
beyondbitcoin/wlsjs,beyondbitcoin,JavaScript,true,false,false,1,true,false,false,false,15
coteafs/config,coteafs,Java,true,false,false,3,true,true,false,false,31
hop23typhu/fullstack-graphql,hop23typhu,JavaScript,true,false,false,1,false,true,false,false,28
ohboi/goinsu,ohboi,D,true,false,false,2,true,true,false,false,80
lucidlylogicole/pristine,lucidlylogicole,JavaScript,true,false,false,1,false,false,true,false,13
to1ne/debut,to1ne,Makefile,true,false,false,1,false,true,false,false,11
spease/WeaverForumSoftware,spease,Python,true,true,false,1,false,true,false,false,49
thecodechef/vue-test,thecodechef,,true,false,false,1,false,true,false,false,28
wdblckmma/aaa,wdblckmma,,true,false,false,1,false,true,false,false,52
boardcrew/instalador,boardcrew,Scala,true,false,false,1,true,false,false,false,33
dzaporozhets/mvn-example,dzaporozhets,Java,true,false,true,1,false,true,false,false,7
joielechong/belajar-go-dengan-tes,joielechong,Go,true,false,false,2,false,true,true,false,35
mexus/take-some-rs,mexus,Rust,true,false,false,1,false,true,false,false,26
thiagotrennepohl/gourmet-game,thiagotrennepohl,Go,true,false,false,2,false,true,false,false,34
MidoriApp/backend,MidoriApp,PHP,true,false,false,1,false,true,false,false,34
thecodechef/vue-cli-plugin-editorconfig,thecodechef,JavaScript,true,false,false,1,false,true,false,false,20
fvafrcu/fakemake,fvafrcu,R,true,false,false,4,true,true,true,false,40
ncrmro/preon,ncrmro,TypeScript,true,false,false,1,false,true,false,false,13
cloudigrade/images/test-container,cloudigrade,,true,false,false,2,false,true,true,false,31
kkopper/oraclejdk-gradle,kkopper,,true,false,false,4,true,false,true,false,154
ribamar-org/ribamar,ribamar-org,JavaScript,true,false,false,3,false,true,true,false,86
pothitos/C_Pipeline,pothitos,C,true,false,false,3,true,true,false,false,48
finestructure/bitrise-trigger,finestructure,Python,true,false,false,3,true,true,false,true,95
harbottle/docker-wix,harbottle,C,true,false,false,1,true,false,false,false,11
kudotnet/dotnetfun,kudotnet,C#,true,false,false,1,false,true,false,false,13
rapidhaskell2018/ws1,rapidhaskell2018,Haskell,true,false,false,3,true,true,false,false,24
ZissiTheBee/Ernst,ZissiTheBee,Java,true,false,false,2,true,true,false,false,51
vincentdavy/replay-api,vincentdavy,Go,true,false,false,4,true,true,false,true,64
0xF61/MAOYYK2018,0xF61,HTML,true,false,false,1,false,false,true,false,11
lpireyn/cmcm,lpireyn,Shell,true,false,false,1,false,true,false,false,15
cleider87/weather,cleider87,JavaScript,true,false,false,3,false,false,false,false,30
codesections/personal,codesections,HTML,true,false,false,1,false,false,true,false,14
svsamipillai/gitlab-hw,svsamipillai,HTML,true,false,false,2,true,false,true,false,27
Calinou/clr,Calinou,Nim,true,false,false,2,true,false,true,false,79
strburst/pelican-site,strburst,HTML,true,false,false,1,false,true,false,false,25
pothitos/CPP_Pipeline,pothitos,C++,true,false,false,3,true,true,false,false,50
je-cspantoja/whats_app_chat_api-python,je-cspantoja,Python,true,true,false,1,false,true,false,false,8
gitlab-org/backstage-changelog,gitlab-org,CSS,true,false,false,1,false,true,false,false,22
anited/publish,anited,Python,true,true,false,1,false,true,false,false,19
objectia/api-docs,objectia,JavaScript,true,false,false,1,false,true,false,false,16
CodeBabel/hello-world,CodeBabel,Python,true,true,false,1,false,false,false,false,20
shukerov/myblog,shukerov,CSS,true,false,false,1,false,true,false,false,26
isabellesandow/unity4j-meme-generator,isabellesandow,CSS,true,false,false,1,false,false,true,false,11
maksim.dadzerkin/go-build-example,maksim.dadzerkin,Go,true,false,false,2,true,true,false,false,44
lgbtplus/youth-bot-java,lgbtplus,Java,true,false,true,1,false,true,false,false,4
kimlab/uniparc_xml_parser,kimlab,Python,true,false,false,3,true,true,true,false,123
datto/engineering/spacewalk-debian-client-packages,datto,Shell,true,false,false,2,true,false,false,false,36
rbx-cone/cone-plugin,rbx-cone,Lua,true,false,false,1,false,true,false,false,15
centerorbit/depcharge,centerorbit,Go,true,false,false,4,true,true,false,true,228
gnaar/piste,gnaar,Python,true,false,false,1,false,true,false,false,16
gnaar/powder,gnaar,JavaScript,true,false,false,1,false,true,false,false,13
gnaar/edge,gnaar,JavaScript,true,false,false,1,false,true,false,false,13
morimekta/providence,morimekta,Java,true,false,true,2,false,false,false,false,86
phyohtetarkar/github-jobs,phyohtetarkar,Kotlin,true,false,false,1,true,false,false,false,37
nerones/pdf-signature,nerones,PHP,true,false,false,1,false,true,false,false,20
willianpaixao/willianpaixao.gitlab.io,willianpaixao,,true,false,false,2,false,true,true,false,21
jochembroekhoff/motorscript-compiler,jochembroekhoff,Java,true,false,true,3,true,false,false,false,74
gnaar/off-piste,gnaar,Python,true,false,false,1,false,true,false,false,16
gitlab-org/gitter/gitter-marked,gitlab-org,HTML,true,false,false,2,true,true,false,false,31
pothitos/Python_Pipeline,pothitos,Python,true,false,false,3,true,true,false,false,45
gjs-guide/gjs-guide.gitlab.io,gjs-guide,,true,false,false,1,false,true,false,false,15
YoshiRulz/VexilLogos,YoshiRulz,JavaScript,true,false,true,1,false,false,true,false,11
daurnimator/docker-hererocks,daurnimator,Shell,true,false,false,1,false,true,false,false,10
to1source-open-source/jsonqltools,to1source-open-source,JavaScript,true,false,false,1,false,false,true,false,11
jgxvx/cilician,jgxvx,PHP,true,false,false,2,false,true,false,true,32
LCaraccio/tes-lib,LCaraccio,Shell,true,false,false,3,false,true,true,false,91
cn-ds/web-app,cn-ds,CSS,true,false,false,1,false,false,true,false,24
ryanaghdam/stoneham.town,ryanaghdam,HTML,true,false,false,1,false,false,true,false,13
rygoo/raven,rygoo,Go,true,false,false,3,true,true,false,true,85
daktak/pebble-phone-batt-bar,daktak,C,true,false,false,1,true,false,false,false,39
mexus/and-then2,mexus,Rust,true,false,false,1,false,true,false,false,17
codecentricnl/summercourse-ci-cd,codecentricnl,Java,true,false,false,1,false,true,false,false,3
tinkererr/ember,tinkererr,Java,true,false,true,1,false,true,false,false,10
apastuhov/i18next-tui,apastuhov,TypeScript,true,false,false,3,true,true,true,false,62
XBagon/force_remove,XBagon,Rust,true,false,false,1,false,true,false,false,6
cegal/MOE,cegal,Python,true,false,false,2,false,false,false,false,32
vstconsulting/polemarch-ansible,vstconsulting,Python,true,false,false,3,false,true,false,true,71
sethbergman/node-express-demo,sethbergman,JavaScript,true,false,false,9,true,true,false,true,814
jnda/FlashAlert,jnda,Kotlin,true,false,false,1,true,false,false,false,19
DoS-Project/project_making,DoS-Project,,true,false,false,1,false,true,false,false,5
charts/components/gitlab-operator,charts,Go,false,false,false,0,false,false,false,false,1
fhightower/ioc-utility,fhightower,Python,true,false,false,1,false,true,false,false,30
nd-cse-30341-fa18/cse-30341-fa18-website,nd-cse-30341-fa18,CSS,true,false,false,1,false,true,false,false,4
gnaar/gear-ci-base,gnaar,,true,false,false,1,true,false,false,false,10
gfoss/phygital-site,gfoss,CSS,true,false,false,2,false,true,true,false,28
frank_ak/formation_PMP,frank_ak,,true,false,false,1,false,false,true,false,16
publiclab/plots2,publiclab,Ruby,true,false,false,1,false,true,false,false,24
laurentbachelier/weboob,laurentbachelier,Python,true,false,false,3,true,true,true,false,80
c410-f3r/mop,c410-f3r,Rust,true,false,false,1,false,true,false,false,24
akibisuto/direkuta,akibisuto,Rust,true,false,false,3,true,true,false,false,51
crave/meepwnctf2018-esor,crave,TeX,true,false,false,1,false,true,false,false,8
willianpaixao/awesome-bjj,willianpaixao,,true,false,false,1,false,true,false,false,19
chin123/chin123.gitlab.io,chin123,HTML,true,false,false,1,false,false,true,false,11
Madis0/Firefox-tweaks,Madis0,JavaScript,true,false,false,1,false,false,true,false,13
samsartor/dynpool,samsartor,Rust,true,false,false,2,false,true,true,false,50
Yonder-Dynamics/misc/wiki-home,Yonder-Dynamics,,true,false,false,1,false,false,true,false,11
cosban/persistence,cosban,Go,true,false,false,2,true,true,false,false,32
hosco/ops-deploy-kubernetes,hosco,Shell,true,false,false,1,true,false,false,false,18
deepset-ai/open-source/glove-embeddings-de,deepset-ai,C,true,false,false,1,true,false,false,false,20
vrresto/il2ge,vrresto,C++,true,false,false,1,true,false,false,false,77
bryceschober/conan-cpputest,bryceschober,Python,true,false,false,1,false,true,false,false,74
satisfiability01/splr,satisfiability01,Rust,true,false,false,1,true,false,false,false,9
judahnator/json-manipulator,judahnator,PHP,true,false,false,2,false,false,false,false,41
lfiolhais/AdeptSim,lfiolhais,Rust,true,false,false,2,true,false,false,false,36
JOSM/docker-library,JOSM,Shell,true,false,false,1,true,false,false,false,22
aleks001/haproxy19-centos,aleks001,Shell,true,false,false,1,false,true,false,false,18
raffaeldutra/raffaeldutra.github.io,raffaeldutra,HTML,true,false,false,2,true,false,true,false,45
ummels/www.ummels.de,ummels,HTML,true,false,false,2,true,false,false,false,58
s.fuchs/prophane,s.fuchs,Python,true,false,false,2,false,true,false,false,23
ectucker/ld42,ectucker,Dart,true,false,false,1,true,false,false,false,33
GhastFilms/PieBot,GhastFilms,C++,true,false,false,1,true,false,false,false,23
simonbreiter/color-name,simonbreiter,JavaScript,true,false,false,3,true,true,true,false,23
SITTV/sittv.gitlab.io,SITTV,CSS,true,false,false,2,false,false,false,false,80
usherbrooke/igl-601/demo-gitlab,usherbrooke,JavaScript,true,false,false,2,true,true,false,false,51
3MI/SoftwareDesignProject,3MI,Python,true,true,false,1,false,true,false,false,37
fenrirunbound/pipeline-queue,fenrirunbound,Go,true,false,false,2,true,false,false,true,40
the_usk/libuctest,the_usk,C,true,false,false,1,true,false,false,false,11
tue-umphy/python3-sensemapi,tue-umphy,Python,true,false,false,3,false,true,true,false,143
JelF/monad_router,JelF,Ruby,true,false,false,2,false,true,false,false,56
victorlapin/usage-stats,victorlapin,Kotlin,true,false,false,1,true,false,false,false,27
joprotin/symfony/custom-user-management-sf4,joprotin,PHP,true,false,false,1,false,false,false,true,22
Dxc123/GitlabTestDemo,Dxc123,Objective-C,true,false,false,4,true,false,true,false,54
DrCherry/photography,DrCherry,HTML,true,false,false,1,false,false,true,false,28
custom_components/wienerlinien,custom_components,Python,true,false,false,2,true,false,true,false,9
nd-cse-30341-fa18/cse-30341-fa18-assignments,nd-cse-30341-fa18,Python,true,false,false,1,false,true,false,false,4
p8n/verso,p8n,JavaScript,true,false,false,1,false,true,false,false,21
michelsantos10/game-question-service,michelsantos10,Java,true,false,true,1,true,false,false,false,7
cryogenweb/cryogenweb.gitlab.io,cryogenweb,HTML,true,false,false,1,false,false,true,false,13
amunizp/c4ad-hugo,amunizp,HTML,true,false,false,1,false,true,false,false,20
simeunovics/triangle,simeunovics,JavaScript,true,false,false,1,false,true,false,false,8
GeneralKenobee/Thesis-Title-Generator,GeneralKenobee,HTML,true,false,false,1,false,false,true,false,11
maike.me/maike.me,maike.me,HTML,true,false,false,1,false,true,false,false,16
ShakedHazon/LearnReact,ShakedHazon,JavaScript,true,false,false,1,false,false,true,false,13
fathom/contracts,fathom,JavaScript,true,false,false,3,false,true,true,false,40
ldjam/writespace,ldjam,Lua,true,false,false,2,true,false,true,false,62
Myzh/audio-visualizer,Myzh,JavaScript,true,false,false,1,false,false,true,false,13
flatiron-dc/wedding_invitation,flatiron-dc,HTML,true,false,false,1,false,false,true,false,12
centerorbit/release-github,centerorbit,PHP,true,false,false,2,true,false,false,false,41
IDF31/idf31.gitlab.io,IDF31,HTML,true,false,false,1,false,false,true,false,13
karuppiah7890/gitlab-ci-console-colors,karuppiah7890,JavaScript,true,false,false,1,false,true,false,false,23
open-archives-data-rescue/climate-data-rescue,open-archives-data-rescue,Ruby,true,false,false,1,true,false,false,false,49
romeroyonatan/truco,romeroyonatan,CSS,true,false,false,1,false,false,true,false,13
CoalZombik/CDAR,CoalZombik,C#,true,false,false,1,true,false,false,false,37
kirbo/cozify-rest-api-client,kirbo,TypeScript,true,false,false,4,true,true,false,true,75
ColoradoSchoolOfMines/acm-officer-resources,ColoradoSchoolOfMines,Python,true,true,false,1,false,false,true,false,20
DatacenterSec/NomadCluster,DatacenterSec,Ruby,true,false,false,2,false,false,false,false,98
phinicota/godoit,phinicota,Go,true,false,false,2,true,true,false,false,34
Lexinek/nette-camp-deployer,Lexinek,PHP,true,false,false,3,true,true,true,false,49
mech-lang/mech,mech-lang,Rust,true,false,false,1,false,true,false,false,13
zieone/website,zieone,CSS,true,false,false,1,false,true,false,false,19
link2xt/pwsafe-rs,link2xt,Rust,true,false,false,1,false,true,false,false,9
jackobrien22/jackobrien22.gitlab.io,jackobrien22,CSS,true,false,false,1,false,false,true,false,13
WorldBrain/memex-root-server,WorldBrain,TypeScript,true,false,false,4,true,false,true,false,87
gitlab-org/async-retrospectives,gitlab-org,Ruby,true,false,false,2,false,true,false,false,18
IvanSanchez/Leaflet.RepeatedMarkers,IvanSanchez,JavaScript,true,false,false,1,false,false,true,false,13
Volobuev/ks-book-shelf,Volobuev,TypeScript,true,false,false,1,false,true,false,false,16
cypress-io/cypress-example-kitchensink,cypress-io,HTML,true,false,false,2,true,true,false,false,64
coreynwops/decred-dev-docs,coreynwops,HTML,true,false,false,3,false,true,true,false,75
luishck/librecademy,luishck,Ruby,true,false,false,1,false,true,false,false,47
dosuken123/JUnit-test-reports,dosuken123,HTML,true,false,false,1,false,true,false,false,37
X3n0m0rph59/precached,X3n0m0rph59,Rust,true,false,false,1,false,true,false,false,25
X3n0m0rph59/precached-gui,X3n0m0rph59,Rust,true,false,false,1,false,true,false,false,24
objectia/help-center,objectia,CSS,true,false,false,1,false,true,false,false,17
YottaDB/DBMS/YDBOcto,YottaDB,C,true,false,false,4,true,true,false,true,139
cartr/macrodcl,cartr,Rust,true,false,false,1,false,true,false,false,7
m03geek/fastify-status,m03geek,JavaScript,true,false,false,3,false,true,false,true,65
SoHigh/Nergigante,SoHigh,JavaScript,true,false,false,9,true,true,false,true,817
lae/intellij-actions-tree,lae,Kotlin,true,false,false,1,true,false,false,false,14
ModernisingMedicalMicrobiology/groupBug,ModernisingMedicalMicrobiology,Python,true,true,false,1,false,true,false,false,10
JuliaCN/JuliaZH.jl,JuliaCN,Julia,true,false,false,1,false,false,true,false,19
semilattice/snowflake,semilattice,Lua,true,false,false,1,false,false,true,false,26
willianpaixao/spoon,willianpaixao,Shell,true,false,false,1,false,false,false,false,12
julia-pub/Aux.jl,julia-pub,Julia,true,false,false,1,false,true,false,false,14
nicolaspanel/TrainingSpeech,nicolaspanel,Python,true,false,false,1,false,true,false,false,20
usu-amr/usu-amr.gitlab.io,usu-amr,CSS,true,false,false,1,false,false,true,false,12
cs1331/cs1331.gitlab.io,cs1331,Java,true,false,false,1,false,true,false,false,11
lyndsysimon/columnist,lyndsysimon,Python,true,false,false,1,false,true,false,false,12
m/m.gitlab.io,m,CSS,true,false,false,1,false,true,false,false,16
binarymist/mocksse,binarymist,JavaScript,true,false,false,1,false,true,false,false,20
deepset-ai/open-source/word2vec-embeddings-de,deepset-ai,Python,true,true,false,1,true,false,false,false,20
Noughmad/ptree,Noughmad,Rust,true,false,false,1,false,true,false,false,10
gitote/git-module,gitote,Go,true,false,false,1,true,false,false,false,13
rit-scg/rit-scg.gitlab.io,rit-scg,CSS,true,false,false,1,false,true,false,false,15
edwingamedev/Day3,edwingamedev,JavaScript,true,false,false,1,false,false,true,false,11
thealik/clcalc,thealik,JavaScript,true,false,false,3,true,true,true,false,50
Liferenko/poehali_info,Liferenko,JavaScript,true,false,false,2,false,true,false,false,43
msh1011/CAI,msh1011,JavaScript,true,false,false,1,false,true,false,false,19
DFDS/Autobots/samples-pipeline-dotnet,DFDS,C#,true,false,false,5,true,true,true,true,63
custom_components/versions,custom_components,Python,true,false,false,2,true,false,true,false,9
mergetb/tech/sled,mergetb,Go,true,false,false,4,true,false,false,false,121
BlockSharp/BlockSharp,BlockSharp,C#,true,false,false,2,true,false,true,false,43
grigorye/SimulatorRecorder,grigorye,Swift,true,false,false,1,true,false,false,false,20
alelec/jupyter_micropython_remote,alelec,Python,true,false,false,1,false,false,true,false,21
SumNeuron/cookie-cutter-rollup-vue,SumNeuron,JavaScript,true,false,false,1,false,false,true,false,13
sys-fiuba/julia/SySTools.jl,sys-fiuba,Julia,true,false,false,1,false,true,false,false,14
lokiproject/loki-network,lokiproject,C++,true,false,false,1,true,false,false,false,70
deepset-ai/open-source/fasttext-embeddings-de,deepset-ai,Shell,true,false,false,1,true,false,false,false,20
vickyjackson/ichoose-app,vickyjackson,Java,true,false,true,2,true,false,false,false,27
tomabolt/flask-starter-aws-elastic-beanstalk,tomabolt,Shell,true,false,false,2,false,true,true,false,29
iba-aes/webcie/website,iba-aes,PHP,true,false,false,3,true,true,true,false,105
AlexL777/Bolt-Service-Rostock,AlexL777,,true,false,false,1,false,false,true,false,13
ronald-chun/hello-gitlab-heroku,ronald-chun,TypeScript,true,false,false,1,false,true,false,false,6
Szmok/Genetic-Inheritance-System,Szmok,Python,true,true,false,1,false,true,false,false,10
tuerbot/tuerbot,tuerbot,Python,true,false,false,1,false,true,false,false,18
purpleteam-labs/purpleteam,purpleteam-labs,JavaScript,true,false,false,1,false,true,false,false,20
cravacuore/rawRSS,cravacuore,JavaScript,true,false,false,13,true,true,false,true,907
a-chernov/epm_test,a-chernov,C,true,false,false,2,true,true,false,false,42
zeen3/ripsters,zeen3,JavaScript,true,false,false,1,false,false,true,false,34
adelkhafizova/mipt-stats,adelkhafizova,CSS,true,false,false,1,false,false,true,false,19
PaulBrownMagic/OptiTruckPredict,PaulBrownMagic,HTML,true,false,false,1,false,true,false,false,10
